Rank,Median Household Income ▼,Zip,Population
1568,"29,492.00",90012,"30,029"
1569,"29,362.00",92285,"2,731"
1570,"29,306.00",96033,526
1571,"29,304.00",93234,"6,896"
1572,"29,302.00",93204,"14,553"
1573,"29,250.00",95960,974
1574,"29,197.00",93706,"39,794"
1575,"29,063.00",95939,512
1576,"29,048.00",96104,548
1577,"29,030.00",93255,598
1578,"29,005.00",93261,"3,248"
1579,"28,958.00",94940,194
1580,"28,953.00",90015,"18,226"
1580,"28,953.00",96097,"9,790"
1582,"28,897.00",95486,54
1583,"28,750.00",96039,"1,206"
1584,"28,556.00",94922,492
1585,"28,472.00",95387,768
1586,"28,447.00",95824,"29,781"
1587,"28,406.00",93703,"34,122"
1588,"28,344.00",90044,"88,412"
1589,"28,285.00",93519,97
1590,"28,261.00",96133,160
1591,"28,185.00",92113,"57,580"
1592,"28,005.00",93518,986
1593,"27,938.00",93201,"1,173"
1594,"27,914.00",93646,"10,716"
1595,"27,890.00",92274,"18,937"
1596,"27,807.00",93270,"5,519"
1597,"27,727.00",96087,525
1598,"27,379.00",95423,"3,040"
1599,"27,361.00",93256,"6,035"
1600,"27,190.00",90033,"48,567"
1601,"27,163.00",92543,"34,680"
1602,"27,120.00",92410,"47,510"
1603,"26,958.00",93626,813
1604,"26,940.00",90057,"45,747"
1605,"26,852.00",92273,"1,228"
1606,"26,827.00",96041,"2,795"
1607,"26,813.00",93554,128
1608,"26,771.00",96110,129
1609,"26,667.00",92242,"1,235"
1609,"26,667.00",95464,"2,208"
1611,"26,638.00",90037,"61,536"
1612,"26,518.00",95585,454
1613,"26,491.00",92254,"12,300"
1614,"26,281.00",95546,"3,434"
1615,"26,250.00",95983,440
1615,"26,250.00",96112,230
1617,"26,223.00",93660,"4,621"
1618,"26,058.00",95548,"1,459"
1619,"26,054.00",93240,"5,667"
1620,"26,031.00",93702,"47,850"
1621,"26,000.00",93512,178
1622,"25,934.00",95422,"15,453"
1623,"25,741.00",93640,"12,140"
1624,"25,707.00",92258,520
1625,"25,662.00",96047,775
1626,"25,486.00",93558,267
1627,"25,327.00",93615,"5,923"
1628,"25,200.00",95914,555
1629,"24,814.00",95319,"1,581"
1630,"24,722.00",95922,595
1631,"24,625.00",96116,162
1632,"24,375.00",93260,175
1633,"24,276.00",93666,683
1634,"24,205.00",96015,814
1635,"24,127.00",94102,"28,013"
1636,"24,122.00",93266,"1,465"
1637,"24,118.00",93218,"1,009"
1638,"24,032.00",91931,331
1639,"24,009.00",93623,58
1640,"23,750.00",95554,325
1641,"23,542.00",96031,165
1642,"23,458.00",93219,"10,378"
1643,"22,917.00",93652,288
1644,"22,904.00",95559,103
1645,"22,893.00",95514,170
1646,"22,646.00",90007,"43,779"
1647,"21,979.00",95526,237
1648,"21,912.00",92259,269
1649,"21,875.00",96054,294
1650,"21,838.00",96086,379
1651,"21,429.00",95248,178
1652,"21,410.00",95427,227
1653,"21,333.00",94950,74
1654,"21,120.00",90013,"10,575"
1655,"21,009.00",90017,"23,719"
1656,"20,980.00",95458,"3,334"
1657,"20,972.00",96075,308
1658,"20,896.00",93258,"2,292"
1659,"20,349.00",93205,"2,065"
1660,"20,179.00",95224,266
1661,"19,922.00",95225,570
1662,"19,375.00",92275,"1,413"
1663,"18,750.00",96011,155
1664,"18,553.00",93701,"10,788"
1665,"18,220.00",92257,"1,757"
1666,"17,981.00",91046,168
1667,"17,134.00",90014,"6,659"
1668,"16,649.00",92401,"2,104"
1669,"16,537.00",95537,130
1670,"16,154.00",93606,604
1671,"15,988.00",90058,"2,748"
1672,"15,529.00",95443,268
1673,"15,023.00",95202,"5,409"
1674,"14,848.00",92341,294
1675,"14,688.00",96037,220
1676,"14,073.00",95679,48
1677,"13,906.00",93528,79
1678,"13,750.00",95511,452
1679,"12,748.00",90021,"2,913"
1680,"12,404.00",96049,90
1681,"12,000.00",92389,115
1682,"11,922.00",93721,"6,308"
1683,"11,250.00",93530,28
1684,"10,625.00",90089,"3,326"
1685,"10,481.00",95915,58
1686,"6,827.00",93669,284
